lab_id,model_id,model_expression,anger,disgust,fear,happiness,sadness,surprise,other,mean_intensity_rating
MF0004,0001,anger,0.2268041237113402,0.31958762886597936,0.030927835051546393,0.030927835051546393,0.2268041237113402,0.061855670103092786,0.10309278350515463,3.4352941176470586
MF0004,0001,disgust,NA,0.45977011494252873,0.11494252873563218,0.05747126436781609,0.11494252873563218,0.08045977011494253,0.1724137931034483,3.489130434782609
MF0004,0001,fear,0.011235955056179775,0.29213483146067415,0.15730337078651685,0.033707865168539325,0.2808988764044944,0.06741573033707865,0.15730337078651685,3.7362637362637363
MF0004,0001,happiness,NA,NA,NA,0.9587628865979382,NA,0.020618556701030927,0.020618556701030927,3.9450549450549453
MF0004,0001,sadness,0.06976744186046512,0.06976744186046512,0.09302325581395349,0.011627906976744186,0.46511627906976744,0.046511627906976744,0.2441860465116279,3.5242718446601944
MF0004,0001,surprise,0.008771929824561403,0.02631578947368421,0.017543859649122806,0.11403508771929824,0.03508771929824561,0.6578947368421053,0.14035087719298245,3.261904761904762
MF0004,0002,anger,0.9072164948453608,0.041237113402061855,NA,NA,0.030927835051546393,0.020618556701030927,NA,5.152941176470589
MF0004,0002,disgust,0.3103448275862069,0.19540229885057472,0.08045977011494253,NA,0.22988505747126436,0.06896551724137931,0.11494252873563218,2.989130434782609
MF0004,0002,fear,0.2808988764044944,0.14606741573033707,0.15730337078651685,0.02247191011235955,0.11235955056179775,0.14606741573033707,0.1348314606741573,3.230769230769231
MF0004,0002,happiness,0.010309278350515464,0.030927835051546393,NA,0.9278350515463918,NA,0.010309278350515464,0.020618556701030927,4.351648351648351
MF0004,0002,sadness,0.08139534883720931,0.22093023255813954,0.023255813953488372,0.011627906976744186,0.5930232558139535,0.011627906976744186,0.05813953488372093,4.349514563106796
MF0004,0002,surprise,0.07894736842105263,0.06140350877192982,0.07017543859649122,0.03508771929824561,0.22807017543859648,0.22807017543859648,0.2982456140350877,1.8214285714285714
MF0004,0003,anger,0.3711340206185567,0.21649484536082475,0.010309278350515464,0.020618556701030927,0.13402061855670103,0.10309278350515463,0.14432989690721648,3.976470588235294
MF0004,0003,disgust,0.011494252873563218,0.4482758620689655,0.14942528735632185,0.022988505747126436,0.09195402298850575,0.1839080459770115,0.09195402298850575,3.532608695652174
MF0004,0003,fear,0.0449438202247191,0.06741573033707865,0.033707865168539325,0.23595505617977527,0.10112359550561797,0.0449438202247191,0.47191011235955055,2.3846153846153846
MF0004,0003,happiness,NA,NA,NA,0.9896907216494846,NA,NA,0.010309278350515464,5.56043956043956
MF0004,0003,sadness,0.1744186046511628,0.06976744186046512,0.09302325581395349,NA,0.45348837209302323,0.023255813953488372,0.18604651162790697,3.8058252427184467
MF0004,0003,surprise,0.008771929824561403,NA,0.043859649122807015,0.07017543859649122,0.017543859649122806,0.7456140350877193,0.11403508771929824,3.369047619047619
MF0004,0004,anger,0.020618556701030927,0.26804123711340205,0.07216494845360824,0.07216494845360824,0.25773195876288657,0.07216494845360824,0.23711340206185566,2.6705882352941175
MF0004,0004,disgust,0.022988505747126436,0.28735632183908044,0.10344827586206896,0.08045977011494253,0.28735632183908044,0.11494252873563218,0.10344827586206896,3.3260869565217392
MF0004,0004,fear,0.0449438202247191,0.06741573033707865,0.15730337078651685,0.16853932584269662,0.10112359550561797,0.16853932584269662,0.29213483146067415,2.6483516483516483
MF0004,0004,happiness,NA,0.010309278350515464,NA,0.979381443298969,NA,0.010309278350515464,NA,4.549450549450549
MF0004,0004,sadness,0.03488372093023256,0.023255813953488372,0.10465116279069768,0.011627906976744186,0.5697674418604651,0.023255813953488372,0.23255813953488372,3.9611650485436893
MF0004,0004,surprise,NA,NA,0.03508771929824561,0.5350877192982456,0.017543859649122806,0.07017543859649122,0.34210526315789475,2.142857142857143
MF0004,0005,anger,0.020618556701030927,0.10309278350515463,0.05154639175257732,0.09278350515463918,0.25773195876288657,0.020618556701030927,0.4536082474226804,2.376470588235294
MF0004,0005,disgust,0.022988505747126436,0.011494252873563218,0.022988505747126436,0.20689655172413793,0.1839080459770115,0.034482758620689655,0.5172413793103449,1.684782608695652
MF0004,0005,fear,0.02247191011235955,0.011235955056179775,0.14606741573033707,0.12359550561797752,0.02247191011235955,0.33707865168539325,0.33707865168539325,2.32967032967033
MF0004,0005,happiness,0.020618556701030927,0.010309278350515464,NA,0.7938144329896907,0.010309278350515464,0.030927835051546393,0.13402061855670103,3.1648351648351647
MF0004,0005,sadness,0.011627906976744186,0.03488372093023256,0.023255813953488372,0.06976744186046512,0.3023255813953488,0.011627906976744186,0.5465116279069767,2.8058252427184467
MF0004,0005,surprise,0.017543859649122806,NA,0.03508771929824561,0.37719298245614036,0.05263157894736842,0.21929824561403508,0.2982456140350877,2.2976190476190474
MF0004,0006,anger,0.4948453608247423,0.10309278350515463,0.061855670103092786,0.041237113402061855,0.10309278350515463,NA,0.1958762886597938,3.5647058823529414
MF0004,0006,disgust,0.05747126436781609,0.5977011494252874,0.022988505747126436,0.16091954022988506,NA,0.08045977011494253,0.08045977011494253,4.543478260869565
MF0004,0006,fear,0.02247191011235955,0.0449438202247191,0.02247191011235955,0.14606741573033707,0.033707865168539325,0.4044943820224719,0.3258426966292135,2.2637362637362637
MF0004,0006,happiness,NA,NA,NA,0.9587628865979382,NA,0.020618556701030927,0.020618556701030927,4.78021978021978
MF0004,0006,sadness,0.03488372093023256,0.011627906976744186,0.03488372093023256,0.5348837209302325,0.09302325581395349,0.16279069767441862,0.12790697674418605,1.9029126213592233
MF0004,0006,surprise,NA,NA,NA,0.35964912280701755,NA,0.6228070175438597,0.017543859649122806,4.2976190476190474
MF0004,0007,anger,0.4536082474226804,0.3402061855670103,0.041237113402061855,NA,0.10309278350515463,0.05154639175257732,0.010309278350515464,4.541176470588235
MF0004,0007,disgust,0.022988505747126436,0.8850574712643678,0.011494252873563218,NA,0.06896551724137931,0.011494252873563218,NA,5.8478260869565215
MF0004,0007,fear,0.15730337078651685,0.1348314606741573,0.0898876404494382,NA,0.3146067415730337,0.11235955056179775,0.19101123595505617,3.4615384615384617
MF0004,0007,happiness,NA,NA,NA,1,NA,NA,NA,6
MF0004,0007,sadness,0.11627906976744186,0.22093023255813954,0.08139534883720931,NA,0.4418604651162791,0.03488372093023256,0.10465116279069768,4.427184466019417
MF0004,0007,surprise,NA,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.008771929824561403,0.7543859649122807,0.05263157894736842,3.1785714285714284
MF0004,0008,anger,0.38144329896907214,0.020618556701030927,0.030927835051546393,0.030927835051546393,0.18556701030927836,0.061855670103092786,0.28865979381443296,3.2941176470588234
MF0004,0008,disgust,0.21839080459770116,0.5057471264367817,0.022988505747126436,0.034482758620689655,0.12643678160919541,0.011494252873563218,0.08045977011494253,3.5
MF0004,0008,fear,0.14606741573033707,0.011235955056179775,0.056179775280898875,0.02247191011235955,0.2247191011235955,0.033707865168539325,0.5056179775280899,2.3956043956043955
MF0004,0008,happiness,0.010309278350515464,NA,0.010309278350515464,0.9278350515463918,0.010309278350515464,0.010309278350515464,0.030927835051546393,3.5494505494505493
MF0004,0008,sadness,0.05813953488372093,0.011627906976744186,0.06976744186046512,0.19767441860465115,0.3953488372093023,0.046511627906976744,0.22093023255813954,3.3980582524271843
MF0004,0008,surprise,0.008771929824561403,0.03508771929824561,NA,0.631578947368421,0.008771929824561403,0.20175438596491227,0.11403508771929824,2.2857142857142856
MF0004,0009,anger,0.5670103092783505,0.061855670103092786,0.041237113402061855,NA,0.1134020618556701,0.061855670103092786,0.15463917525773196,3.388235294117647
MF0004,0009,disgust,0.04597701149425287,0.3793103448275862,0.1839080459770115,NA,0.3448275862068966,0.04597701149425287,NA,5.326086956521739
MF0004,0009,fear,0.1797752808988764,0.0898876404494382,0.25842696629213485,NA,0.10112359550561797,0.3258426966292135,0.0449438202247191,4.318681318681318
MF0004,0009,happiness,NA,NA,NA,0.9896907216494846,NA,NA,0.010309278350515464,5.56043956043956
MF0004,0009,sadness,0.08139534883720931,0.09302325581395349,0.13953488372093023,NA,0.5465116279069767,0.06976744186046512,0.06976744186046512,4.776699029126213
MF0004,0009,surprise,NA,0.02631578947368421,0.07017543859649122,0.06140350877192982,NA,0.8333333333333334,0.008771929824561403,4.5
MF0004,0010,anger,0.32989690721649484,0.23711340206185566,0.061855670103092786,NA,0.07216494845360824,0.2268041237113402,0.07216494845360824,4.470588235294118
MF0004,0010,disgust,0.05747126436781609,0.45977011494252873,0.10344827586206896,NA,0.3448275862068966,0.034482758620689655,NA,4.967391304347826
MF0004,0010,fear,0.056179775280898875,0.056179775280898875,0.25842696629213485,0.02247191011235955,0.20224719101123595,0.15730337078651685,0.24719101123595505,3.4725274725274726
MF0004,0010,happiness,NA,0.010309278350515464,0.010309278350515464,0.9381443298969072,NA,0.010309278350515464,0.030927835051546393,4.186813186813187
MF0004,0010,sadness,0.023255813953488372,0.1511627906976744,0.03488372093023256,NA,0.6976744186046512,0.023255813953488372,0.06976744186046512,5.087378640776699
MF0004,0010,surprise,0.02631578947368421,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.9122807017543859,0.02631578947368421,5.369047619047619
MF0005,0001,anger,0.31958762886597936,0.17525773195876287,0.030927835051546393,NA,0.21649484536082475,0.030927835051546393,0.2268041237113402,3.7176470588235295
